Summary data collected by the Greenhouse Gas Reporting Program,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This data was reported to EPA by facilities as of 8/18/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All GHG data is presented in units of metric tons of carbon dioxide equivalent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility Id,FRS Id,Facility Name,City,State,Zip Code,Address,County,Latitude,Longitude,Primary NAICS Code,Latest Reported Industry Type (subparts),2022 GHG Quantity Associated with Coal-based liquid fuel production,2021 GHG Quantity Associated with Coal-based liquid fuel production,2020 GHG Quantity Associated with Coal-based liquid fuel production,2019 GHG Quantity Associated with Coal-based liquid fuel production,2018 GHG Quantity Associated with Coal-based liquid fuel production,2017 GHG Quantity Associated with Coal-based liquid fuel production,2016 GHG Quantity Associated with Coal-based liquid fuel production,2015 GHG Quantity Associated with Coal-based liquid fuel production,2014 GHG Quantity Associated with Coal-based liquid fuel production,2013 GHG Quantity Associated with Coal-based liquid fuel production,2012 GHG Quantity Associated with Coal-based liquid fuel production,2011 GHG Quantity Associated with Coal-based liquid fuel production,2022 GHG Quantity Associated with Petroleum Products Produced,2021 GHG Quantity Associated with Petroleum Products Produced,2020 GHG Quantity Associated with Petroleum Products Produced,2019 GHG Quantity Associated with Petroleum Products Produced,2018 GHG Quantity Associated with Petroleum Products Produced,2017 GHG Quantity Associated with Petroleum Products Produced,2016 GHG Quantity Associated with Petroleum Products Produced,2015 GHG Quantity Associated with Petroleum Products Produced,2014 GHG Quantity Associated with Petroleum Products Produced,2013 GHG Quantity Associated with Petroleum Products Produced,2012 GHG Quantity Associated with Petroleum Products Produced,2011 GHG Quantity Associated with Petroleum Products Produced,2022 GHG Quantity Associated with Petroleum Products Imported,2021 GHG Quantity Associated with Petroleum Products Imported,2020 GHG Quantity Associated with Petroleum Products Imported,2019 GHG Quantity Associated with Petroleum Products Imported,2018 GHG Quantity Associated with Petroleum Products Imported,2017 GHG Quantity Associated with Petroleum Products Imported,2016 GHG Quantity Associated with Petroleum Products Imported,2015 GHG Quantity Associated with Petroleum Products Imported,2014 GHG Quantity Associated with Petroleum Products Imported,2013 GHG Quantity Associated with Petroleum Products Imported,2012 GHG Quantity Associated with Petroleum Products Imported,2011 GHG Quantity Associated with Petroleum Products Imported,2022 GHG Quantity Associated with Petroleum Products Exported,2021 GHG Quantity Associated with Petroleum Products Exported,2020 GHG Quantity Associated with Petroleum Products Exported,2019 GHG Quantity Associated with Petroleum Products Exported,2018 GHG Quantity Associated with Petroleum Products Exported,2017 GHG Quantity Associated with Petroleum Products Exported,2016 GHG Quantity Associated with Petroleum Products Exported,2015 GHG Quantity Associated with Petroleum Products Exported,2014 GHG Quantity Associated with Petroleum Products Exported,2013 GHG Quantity Associated with Petroleum Products Exported,2012 GHG Quantity Associated with Petroleum Products Exported,2011 GHG Quantity Associated with Petroleum Products Exported,2022 GHG Quantity Associated with Natural Gas Supply,2021 GHG Quantity Associated with Natural Gas Supply,2020 GHG Quantity Associated with Natural Gas Supply,2019 GHG Quantity Associated with Natural Gas Supply,2018 GHG Quantity Associated with Natural Gas Supply,2017 GHG Quantity Associated with Natural Gas Supply,2016 GHG Quantity Associated with Natural Gas Supply,2015 GHG Quantity Associated with Natural Gas Supply,2014 GHG Quantity Associated with Natural Gas Supply,2013 GHG Quantity Associated with Natural Gas Supply,2012 GHG Quantity Associated with Natural Gas Supply,2011 GHG Quantity Associated with Natural Gas Supply,2022 GHG Quantity Associated with Natural Gas Liquids Supply,2021 GHG Quantity Associated with Natural Gas Liquids Supply,2020 GHG Quantity Associated with Natural Gas Liquids Supply,2019 GHG Quantity Associated with Natural Gas Liquids Supply,2018 GHG Quantity Associated with Natural Gas Liquids Supply,2017 GHG Quantity Associated with Natural Gas Liquids Supply,2016 GHG Quantity Associated with Natural Gas Liquids Supply,2015 GHG Quantity Associated with Natural Gas Liquids Supply,2014 GHG Quantity Associated with Natural Gas Liquids Supply,2013 GHG Quantity Associated with Natural Gas Liquids Supply,2012 GHG Quantity Associated with Natural Gas Liquids Supply,2011 GHG Quantity Associated with Natural Gas Liquids Supply,2022 GHG Quantity Associated with CO2 Supply ,2021 GHG Quantity Associated with CO2 Supply ,2020 GHG Quantity Associated with CO2 Supply ,2019 GHG Quantity Associated with CO2 Supply ,2018 GHG Quantity Associated with CO2 Supply ,2017 GHG Quantity Associated with CO2 Supply ,2016 GHG Quantity Associated with CO2 Supply ,2015 GHG Quantity Associated with CO2 Supply ,2014 GHG Quantity Associated with CO2 Supply ,2013 GHG Quantity Associated with CO2 Supply ,2012 GHG Quantity Associated with CO2 Supply ,2011 GHG Quantity Associated with CO2 Supply 
1005045,110043790715,MBI NGLP Mont Belvieu Plant,Mont Belvieu,TX,77580,9900 FM1942,CHAMBERS COUNTY,29.848405,-94.890932,211130,"C,NN-FRAC,W-PROC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11242221.2,10420427.9,11184917,11415828.7,12373681,7864629.1,9122959.4,8217104.2,8956234.7,12075796.5,13076164.5,12951321.2,,,,,,,,,,,,
1002255,110000579525,MCFS-CONWAY FRACTIONATOR,MCPHERSON,KS,67460,1407 5TH AVENUE,MCPHERSON COUNTY,38.3775,-97.833056,211130,"C,NN-FRAC,W-PROC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5080599.5,3718185.8,4786594,7374139.8,6806721.9,5600302.8,5138801.2,6310013.6,6759118.1,6986468.7,7937954,7678065.3,,,,,,,,,,,,
1013816,110070435223,MEGlobal Oyster Creek,Freeport,TX,77541,4057 E. Hwy 332,BRAZORIA COUNTY,28.980228,-95.333659,325199,"C,PP,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,confidential,confidential,confidential,,,,,,,,,
1014076,110071161929,MEK Chemical Corporation,Warrenville,IL,60555,4320 Winfield Road. Suite 200,DUPAGE COUNTY,41.809406,-88.16738,424690,OO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007059,110000448837,MERAUX REFINERY,MERAUX,LA,70075,2500 EAST SAINT BERNARD HIGHWAY,ST. BERNARD PARISH,29.930517,-89.940643,324110,"C,MM-REF,Y",,,,,,,,,,,,,14860257.463228,15856033.2548356,14500003.7475964,18643830.4174793,17366804.3496328,18362390.2767165,16266482.1160211,13399688.9228683,15303420.0212996,14882344.5058962,13446456.2534162,19301469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007715,110043814735,MESSER LLC CORTEZ PLANT,CORTEZ,CO,81321,14207 RD G,MONTEZUMA COUNTY,37.343787,-108.760096,325120,"C,PP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70307.6,71771,70053.7,55034,52656,51553.4,50862.2,61125,55879,55002.6,58288.1,56197
1006675,110043796023,MEXICHEM FLUOR INC.,SAINT GABRIEL,LA,70776,4990B ICI ROAD,IBERVILLE PARISH,30.235778,-91.096005,325120,"C,L,OO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004530,110058598496,"MGPI of Indiana, LLC",LAWRENCEBURG,IN,47025,7 RIDGE AVE,DEARBORN COUNTY,39.098667,-84.860861,312140,"C,PP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,confidential,confidential,confidential,confidential,confidential,confidential,confidential,confidential,confidential,confidential,confidential,confidential
1007847,110071159534,MID-MISSOURI ENERGY LLC,MALTA BEND,MO,65339,15311 N. SALINE 65 HWY,SALINE COUNTY,39.19446,-93.38376,325193,"C,PP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,confidential,confidential,confidential,,,,,confidential,confidential,confidential,confidential,confidential
1005446,110009555542,MIDSTREAM ENERGY PARTNERS NORTH COLES LEVEE GAS PLANT,TUPMAN,CA,93276,9224 TUPMAN ROAD,KERN COUNTY,35.280555,-119.311943,211130,"C,NN-FRAC,W-PROC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,792121.8,665470.8,652498.5,830108.8,847583.6,764188,481675,717917,992560.3,1227022.9,918804.2,484438.8,,,,,,,,,,,,
1006610,110071159555,"MIDWEST ENERGY, INC.",HAYS,KS,67601,1330 Canterbury,ELLIS COUNTY,38.930608,-99.354344,221210,NN-LDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,762750.2,657355.9,690548.1,646583.1,656592.3,602230.6,624528.7,636385.1,741766,729233.1,688086.6,689720.1,,,,,,,,,,,,,,,,,,,,,,,,
1007949,110071161247,"MIDWEST NATURAL GAS, INC.",LA CROSSE,WI,54602,3600 STH 157,LA CROSSE COUNTY,43.8,-91.24,221210,NN-LDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152808.6,131799.3,142203.7,158371.6,156512.2,143649.2,120725,130994.6,129066.9,120372.1,93964.1,103910.6,,,,,,,,,,,,,,,,,,,,,,,,
1004250,110041123860,MITCHELL PLANT,FORT STOCKTON,TX,79735,15 M S OF US 290 ON FM 2023,PECOS,30.670556,-102.49333,211111,W-PROC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,confidential
1007458,110000464024,MOTIVA ENTERPRISES LLC,PORT ARTHUR,TX,77640,2555 SAVANNAH AVE,JEFFERSON COUNTY,29.883333,-93.958333,324110,"C,MM-REF,Y",,,,,,,,,,,,,92888241.0282067,88602295.7210163,84684301.7350562,88062056.8557055,90855626.2764862,89561870.787131,85411041.1870512,86160893.3314912,84456974.2481912,76097618.24,40402207.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014034,,Mabanaft Energy Trading Inc,Houston,TX,77024,9805 Katy Freeway - Suite 400,,29.7835938121076,-95.5356587865089,424720,MM-EXP,,,,,,,,,,,,,,,,,,,,,,,,,,confidential,,,,,,,,,,,351286,591333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012859,,Macquarie Commodities Trading US,Houston,TX,77002,"500 Dallas Street, Suite 3300",,29.752554,-95.3704009,424720,MM-IMP,,,,,,,,,,,,,,,,,,,,,,,,,confidential,confidential,confidential,confidential,confidential,,,,,,,,,confidential,2004596.4,3828317.9,confidential,1185649.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010284,,Macquarie Energy North America Trading Inc,Houston,TX,77002,"500 Dallas Street, Suite 3100",,29.75788,-95.37013,523160,"MM-IMP,MM-EXP",,,,,,,,,,,,,,,,,,,,,,,,,confidential,,,,,confidential,confidential,confidential,confidential,confidential,confidential,,confidential,537295.3,confidential,,,confidential,,,confidential,confidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008035,110011434377,"Madison Gas and Electric Company, LDC",Madison,WI,53703,133 S. Blair Street,DANE COUNTY,43.0149,-89.4603,221210,NN-LDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1772568.6,1582974.4,1620136.8,1753318.5,1668654.8,1521386.7,1642689.3,1485300.4,1591857.3,1573275.7,1348142.4,1374490.8,,,,,,,,,,,,,,,,,,,,,,,,
1004603,110043808038,Maine Natural Gas,Brunswick,ME,04011,PO Box 99,CUMBERLAND COUNTY,43.90749,-70.00248,221210,"NN-LDC,W-LDC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,648028.6,940839.5,833907.8,813023.9,995785.9,1002032.6,1054733.3,,,,,,,,,,,,,,,,,,,,,,,,
1008826,110043305492,Majorsville Gas Plant,Dallas,WV,26036,1700 Majorsville Road,MARSHALL COUNTY,39.96334,-80.51943,211130,"C,NN-FRAC,W-PROC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,confidential,confidential,confidential,confidential,confidential,confidential,confidential,confidential,confidential,,,,,,,,,,,,,,,
1003564,110043783420,Marathon El Paso Refinery,EL PASO,TX,79905,212 North Clark Street,EL PASO COUNTY,31.76945,-106.41426,324110,"C,MM-REF,P,Y",,,,,,,,,,,,,18239470.4,18611527,16576211.8,18944057.5,16417836.7,14355624.1,15938296.6,16679187.9,15675571.2,15421877.3,15268678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005966,110025329918,Marathon Mandan Refinery,Mandan,ND,58554,900 Old Red Trail NE,MORTON COUNTY,46.85055,-100.88083,324110,"C,MM-REF,Y",,,,,,,,,,,,,9935573.594647,10159022,8940575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010539,,Marathon Petroleum Company LP,Findlay,OH,45840,539 S Main St,,41.0462307,-83.6561215,324110,"MM-IMP,MM-EXP",,,,,,,,,,,,,,,,,,,,,,,,,confidential,confidential,confidential,confidential,confidential,confidential,confidential,confidential,confidential,confidential,confidential,,29144615.2886826,23416752.2733821,24957567.0546349,34617737.5,30868357.7110787,20426320.2575749,16562205.3364636,12967723.255682,13423404.273304,5224639.3,2866051.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011549,110059678353,Marathon Petroleum Corporation,Dickinson,ND,58601,3815 116th Avenue SW,DUNN COUNTY,47.087672,-102.9482,325199,C,,,,,,,,,,,,,,,960048.7022,2867124.62185,2478046.9286,2079524.0652,2327908.8626696,1318042.093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004902,110032825986,Marion Ethanol LLC d/b/a Poet Biorefining - Marion,Marion,OH,43302,1660 Hillman Ford Road,MARION COUNTY,40.61856,-83.15956,325193,"C,PP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,confidential,confidential,confidential,confidential,confidential,confidential,confidential,confidential,confidential,confidential,,
1000335,110071161640,Marshall County Gas District,Guntersville,AL,35976,1245 Gunter Ave,MARSHALL COUNTY,34.34834,-86.30136,926130,NN-LDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203541.1,190932,186155.2,186152.9,207612.6,183680.5,174175.3,185694.1,197905.8,175811.7,129135.8,138174.6,,,,,,,,,,,,,,,,,,,,,,,,
1007390,110071349304,Martinez Renewable Fuel Facility,MARTINEZ,CA,94553,150 SOLANO WAY,CONTRA COSTA COUNTY,38.025314,-122.064181,325199,"C,PP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,confidential,confidential,confidential,confidential,confidential,confidential,confidential,confidential,confidential,confidential,confidential,confidential
1011779,,Matheson Tri-Gas,Warren,NJ,07059,3 Mountainview Road,,40.64997,-74.58788,325120,"OO,PP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,confidential,confidential,confidential,confidential,confidential,confidential,confidential,confidential,confidential,confidential,confidential,confidential
1003862,110007337202,Matheson Tri-Gas Inc. - Donora,Donora,PA,15033,1 Nitrous Lane,WASHINGTON COUNTY,40.18906,-79.85558,325120,OO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007286,110000483833,"Matheson Tri-Gas, Inc. - Richmond",Richmond,CA,94801,1100 Hensley Street,CONTRA COSTA COUNTY,37.94859,-122.36384,325120,OO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002367,,Mazda North American Operations,Irvine,CA,92618,200 Spectrum Center Drive,,33.65854,-117.74968,423110,QQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007319,110071161433,"Memphis Light, Gas, and Water",memphis,TN,38103,220 South Main Street,SHELBY COUNTY,35.139647,-90.055223,221122,"NN-LDC,W-LDC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4968156.4,4783232,4299743.7,5378749.5,4567689.7,2913337.6,3034844.6,3143464.4,3663116.98,3281172.44128,2821198.6,2987778.7,,,,,,,,,,,,,,,,,,,,,,,,
1011744,110071161681,"Mercuria Energy America, LLC",Houston,TX,77046,"20 East Greenway Plaza, Suite 650",HARRIS COUNTY,29.731463,-95.439028,523160,"MM-IMP,MM-EXP",,,,,,,,,,,,,,,,,,,,,,,,,confidential,confidential,confidential,confidential,confidential,confidential,confidential,confidential,confidential,,,,9792691.93657,16536580.97747,33740473.9679,24134411.8818099,13612202.3818631,2890884.8,confidential,3215331,confidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011945,110067409423,Metroplex Energy Inc,Atlanta,GA,30339,3225 Cumberland Blvd SE,COBB COUNTY,33.87815,-84.46104,424720,MM-IMP,,,,,,,,,,,,,,,,,,,,,,,,,confidential,confidential,confidential,,,,,confidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003155,110071160842,Metropolitan Utilities District of Omaha,Omaha,NE,68102,1723 Harney Street,DOUGLAS COUNTY,41.25655,-95.93866,221210,"NN-LDC,W-LDC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1849269.5,1628681.6,1684622.8,1879850.6,1839117.4,1536577.4,1471317.6,1538309,1784606,1876623.9,1475355.1,1730442.3,,,,,,,,,,,,,,,,,,,,,,,,
1001969,110071159552,Michigan Gas Utilities Corporation,Monroe,MI,48161,899 South Telegraph Road,MONROE COUNTY,41.914357,-83.419137,221210,NN-LDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1897847.2,1840616,1781373.1,1941920.4,1874644.7,1687673.2,1739409.1,1789029.8,1948296,1763066.724,1488489.4,1635239.5,,,,,,,,,,,,,,,,,,,,,,,,
1006374,110071162366,MidAmerican Energy Company Local Natural Gas Distribution Company - Illinois,Des Moines,IA,50309,"666 Grand Avenue, Suite 500",POLK COUNTY,41.58758,-93.62616,221210,"NN-LDC,W-LDC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,770583.6,1387063.1,1271571.2,1199387.3,622629.7,556190.6,518030.6,516884.6,651154.7,635202.1,491332.5,572945.7,,,,,,,,,,,,,,,,,,,,,,,,
1006375,110071161808,MidAmerican Energy Company Local Natural Gas Distribution Company - Nebraska,Des Moines,IA,50309,"666 Grand Avenue, Suite 500",POLK COUNTY,41.58758,-93.62616,221210,"NN-LDC,W-LDC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129688.4,116074.9,109480,116268.3,114435,111746,113828.7,114658,110663.2,105752.3,91527.6,95293.6,,,,,,,,,,,,,,,,,,,,,,,,
1006376,110071160179,MidAmerican Energy Company Local Natural Gas Distribution Company - South Dakota,Des Moines,IA,50309,"666 Grand Avenue, Suite 500",POLK COUNTY,41.58758,-93.62616,221210,"NN-LDC,W-LDC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,870471.9,764974.8,785744.7,881007.3,849223.7,741558.8,695461.2,689007.4,801641.9,800110.2,644533.9,735021.8,,,,,,,,,,,,,,,,,,,,,,,,
1002424,110071161351,MidAmerican Energy Local Gas Distribution Company,DesMoines,IA,50309,"666 Grand Avenue, Suite 500",POLK COUNTY,41.58758,-93.62616,221210,"NN-LDC,W-LDC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7928530.7,7296932.5,7404928.4,8040223.1,8065444.7,7131753.3,6720878.2,6641843.6,7440052.7,7119117.5,6267541.8,6708766.6,,,,,,,,,,,,,,,,,,,,,,,,
1004919,110071160729,Middle Tennessee Natural Gas Utility District,Smithville,TN,37166,1030 West Broad Street,DEKALB COUNTY,35.965524,-85.849081,221210,"NN-LDC,W-LDC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,530164.7,499064.1,463413.1,456735,477450.4,422638.9,437212.1,404470.5,434479.3,400071.2,351143,374177,,,,,,,,,,,,,,,,,,,,,,,,
1000388,110071160900,Middleborough Gas & Electric Department,Middleborough,MA,02346,32 South Main St.,PLYMOUTH COUNTY,41.89142,-70.91059,221210,"NN-LDC,W-LDC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48097.8,53824.7,52915.3,56002.2,55284.4,54214.8,51608.1,50949.7,51102.8,49423.4,42052.6,41245.9,,,,,,,,,,,,,,,,,,,,,,,,
1010400,110055644860,Midwest Industrial Asphalt,Onalaska,WI,54650,920 10th Avenue North,LA CROSSE COUNTY,43.89749,-91.22511,424710,MM-IMP,,,,,,,,,,,,,,,,,,,,,,,,,confidential,confidential,confidential,confidential,confidential,confidential,confidential,confidential,confidential,confidential,confidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006424,110071160476,Midwest Natural Gas Corporation,Washington,IN,47501,101 SE Third St,DAVIESS COUNTY,38.659185,-87.17277,221210,NN-LDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175729.7,171145.3,170259,181439.5,185295,167827.8,166712.8,172199.8,185712.8,164417.7,151554.4,154313.7,,,,,,,,,,,,,,,,,,,,,,,,
1010523,,Mieco LLC,Long Beach,CA,90802,"301 East Ocean Blvd, Suite 1100",,33.7415317,-118.1941785,324110,MM-IMP,,,,,,,,,,,,,,,,,,,,,,,,,confidential,confidential,confidential,confidential,confidential,confidential,confidential,confidential,confidential,confidential,confidential,,,confidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007381,110071159550,Minnesota Energy Resources Corporation,Rosemount,MN,55068,2665 145th Street West,DAKOTA COUNTY,44.73922,-93.11919,221210,"NN-LDC,W-LDC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5004201.4,5022311.4,4793342.6,4963668.8,5014983.6,4670312,4352657.7,4430710.4,4951930.6,4648237.9,4107659.5,3984892.5,,,,,,,,,,,,,,,,,,,,,,,,
1005459,,"Mitsubishi Electric Power Products, Inc.",Warrendale,PA,15086,530 Keystone Drive,,40.66715,-80.11272,335313,"OO,QQ,SS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014036,,"Mitsubishi Heavy Industries America, Inc. (ESD)",Houston,TX,77046,"20 Greenway Plaza, Suite 600",,29.7325116861346,-95.438963210317,541330,QQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010543,,Mitsubishi International Corporation,New York,NY,10017,655 Third Avenue,,40.75041,-73.97469,423510,"MM-IMP,MM-EXP",,,,,,,,,,,,,,,,,,,,,,,,,confidential,confidential,confidential,,,confidential,confidential,confidential,confidential,confidential,confidential,confidential,4343431.9,4228312.6,4718903.797,7085927.2,5239730.1,5237695.4,5186697.3,8494059.6,4636633.3,4812189.1,4143467,2552025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010028,,"Mitsubishi Motors North America, Inc.",Franklin,TN,37067,3401 Mallory Ln.,,33.80286,-118.02063,423110,QQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010454,,"Mitsui & Co. (U.S.A.), Inc.",New York,NY,10166,"200 Park Avenue, 36th Floor",,40.7541009,-73.9763266,425120,"MM-IMP,MM-EXP",,,,,,,,,,,,,,,,,,,,,,,,,confidential,confidential,confidential,confidential,confidential,confidential,confidential,confidential,confidential,confidential,confidential,confidential,confidential,confidential,2917696.6,3024126.86,confidential,2472200.72,2309965.17,confidential,confidential,1468650.83,confidential,confidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013868,,Mitsui & Co. Energy Marketing and Services (USA) Inc.,Houston,TX,77056,1300 Post Oak Blvd,,29.7540972401147,-95.4607146796658,424720,MM-EXP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,confidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008827,110055514689,Mobley  Gas Plant,Smithfield,WV,26437,14624 North Fork Road,WETZEL COUNTY,39.499528,-80.561761,211130,"C,NN-FRAC,W-PROC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,confidential,confidential,confidential,confidential,confidential,confidential,confidential,,,,,,,,,,,,,,,,,
1011807,110066845980,Mondy Global,San Antonio,TX,78216,"12118 Valliant St, Ste. 206",BEXAR COUNTY,29.55135,-98.49787,423740,OO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007466,110000336440,"Monroe Energy, LLC, Trainer Refinery",Trainer,PA,19061,4101 Post Road,Delaware,39.8228,-75.4033,324110,"C,MM-REF,Y",,,,,,,,,,,,,26937041.672672,24141458.805801,21548690.558025,26062495.007594,23726354.790109,25703373.597163,25621939.1959577,26601169,22126701,23024077,4514269,17736075.7012543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005291,110071160571,Monroe Natural Gas System,MONROE,NC,28110,2201 Walkup Ave,UNION COUNTY,35.001518,-80.568097,221210,NN-LDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182136.4,162897.6,144174.9,176739.2,187473.8,176228.5,173163.6,170469.7,176603.9,166059.9,160196,167677,,,,,,,,,,,,,,,,,,,,,,,,
